trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
543,False,"{'e': 0.18325530300469708, 'a': 0.9}",25,12,0.15550464725148583,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
544,False,"{'e': 0.18268352405273466, 'a': 0.9}",25,18,9.366785137827229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'e': 0.18211352912101367, 'a': 0.9}",20,6,-2.3412988372612995,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
546,False,"{'e': 0.18154531264317278, 'a': 0.9}",20,11,-25.080753504206328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
547,False,"{'e': 0.18097886907021848, 'a': 0.9}",20,12,-0.8529002922774866,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'e': 0.18041419287047078, 'a': 0.9}",20,6,15.053678325276202,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'e': 0.1798512785295091, 'a': 0.9}",20,3,20.832444539253412,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'e': 0.17929012055011864, 'a': 0.9}",20,12,6.768441272114234,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'e': 0.17873071345223654, 'a': 0.9}",20,5,24.515601680978143,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'e': 0.1781730517728984, 'a': 0.9}",25,11,23.65792449793495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'e': 0.17761713006618504, 'a': 0.9}",25,14,17.648259210036976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'e': 0.177062942903169, 'a': 0.9}",25,8,6.202561740443544,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'e': 0.17651048487186194, 'a': 0.9}",30,15,15.026473302055324,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'e': 0.17595975057716148, 'a': 0.9}",30,4,2.809641592614839,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
557,False,"{'e': 0.17541073464079865, 'a': 0.9}",20,7,9.713886600574266,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'e': 0.17486343170128538, 'a': 0.9}",20,14,10.40650575518279,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'e': 0.17431783641386195, 'a': 0.9}",30,22,13.625777337284084,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'e': 0.17377394345044514, 'a': 0.9}",25,17,7.200134681642844,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'e': 0.17323174749957584, 'a': 0.9}",20,14,-22.246214506351336,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
562,False,"{'e': 0.17269124326636745, 'a': 0.9}",25,18,13.684837955291052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'e': 0.17215242547245405, 'a': 0.9}",25,12,16.55777193716835,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'e': 0.17161528885593874, 'a': 0.9}",20,11,12.584186592577613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'e': 0.17107982817134254, 'a': 0.9}",25,15,17.595296278517772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'e': 0.17054603818955297, 'a': 0.9}",30,10,24.860781367519653,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'e': 0.17001391369777297, 'a': 0.9}",25,3,-32.64136025730987,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
568,False,"{'e': 0.1694834494994701, 'a': 0.9}",20,12,2.9015840480641604,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'e': 0.16895464041432565, 'a': 0.9}",20,8,22.70527174747494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'e': 0.16842748127818424, 'a': 0.9}",20,12,16.357224872654626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'e': 0.16790196694300322, 'a': 0.9}",20,6,22.49414071389009,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'e': 0.16737809227680248, 'a': 0.9}",20,0,33.92108453592576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
573,False,"{'e': 0.1668558521636144, 'a': 0.9}",20,8,-18.67448873134935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
574,False,"{'e': 0.1663352415034336, 'a': 0.9}",30,24,12.119758952370095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'e': 0.1658162552121675, 'a': 0.9}",20,0,-28.488017366946128,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
576,False,"{'e': 0.16529888822158653, 'a': 0.9}",20,0,17.35664273681454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'e': 0.1647831354792745, 'a': 0.9}",25,14,-87.31134834321904,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
578,False,"{'e': 0.16426899194857952, 'a': 0.9}",25,17,17.306316625468455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'e': 0.1637564526085645, 'a': 0.9}",25,14,3.4441712284301658,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'e': 0.1632455124539584, 'a': 0.9}",20,2,7.6566481662969395,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
581,False,"{'e': 0.16273616649510722, 'a': 0.9}",30,14,27.876388965685727,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'e': 0.16222840975792527, 'a': 0.9}",20,3,-26.793779845047528,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
583,False,"{'e': 0.16172223728384666, 'a': 0.9}",25,14,20.50778237386269,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'e': 0.16121764412977677, 'a': 0.9}",30,15,18.984871179662697,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'e': 0.16071462536804407, 'a': 0.9}",25,13,11.683259839839788,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'e': 0.16021317608635197, 'a': 0.9}",30,16,0.5110160468932667,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
587,False,"{'e': 0.15971329138773085, 'a': 0.9}",30,22,15.22216005826856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'e': 0.15921496639049026, 'a': 0.9}",20,6,3.5647206031704184,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
589,False,"{'e': 0.15871819622817113, 'a': 0.9}",25,15,7.4360806614609585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'e': 0.15822297604949842, 'a': 0.9}",25,0,30.546329025204763,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
591,False,"{'e': 0.15772930101833363, 'a': 0.9}",35,25,-25.25556181674579,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
592,False,"{'e': 0.1572371663136276, 'a': 0.9}",20,9,19.666521785879723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'e': 0.15674656712937352, 'a': 0.9}",25,15,11.480313282755892,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'e': 0.15625749867455974, 'a': 0.9}",30,15,20.99237345941001,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'e': 0.15576995617312325, 'a': 0.9}",25,10,26.4853822870843,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'e': 0.155283934863903, 'a': 0.9}",25,14,20.680993972652985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'e': 0.1547994300005932, 'a': 0.9}",20,12,18.558895490044193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'e': 0.1543164368516973, 'a': 0.9}",20,16,9.106730033991028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'e': 0.15383495070048137, 'a': 0.9}",25,9,24.183896164012253,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'e': 0.15335496684492847, 'a': 0.9}",20,16,8.124686548601066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'e': 0.1528764805976924, 'a': 0.9}",30,19,-65.27421504425972,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
602,False,"{'e': 0.15239948728605213, 'a': 0.9}",30,15,26.085364026384788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'e': 0.1519239822518661, 'a': 0.9}",20,13,10.171614205493544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'e': 0.15144996085152657, 'a': 0.9}",25,12,13.174683955293865,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'e': 0.1509774184559146, 'a': 0.9}",20,5,-27.908205176173176,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
606,False,"{'e': 0.15050635045035463, 'a': 0.9}",20,13,-30.834511705049547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'e': 0.15003675223456936, 'a': 0.9}",25,18,16.15071159426344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'e': 0.14956861922263506, 'a': 0.9}",20,10,-24.44004141277923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
609,False,"{'e': 0.14910194684293648, 'a': 0.9}",20,10,18.055828190188155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'e': 0.1486367305381225, 'a': 0.9}",30,18,23.029684728201477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'e': 0.14817296576506148, 'a': 0.9}",20,14,12.354964664883688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'e': 0.14771064799479677, 'a': 0.9}",30,3,0.9842073446941677,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
613,False,"{'e': 0.14724977271250286, 'a': 0.9}",30,0,14.89251956397185,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
614,False,"{'e': 0.14679033541744077, 'a': 0.9}",35,19,22.00419957840882,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
615,False,"{'e': 0.1463323316229146, 'a': 0.9}",30,8,37.810269248779555,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'e': 0.14587575685622736, 'a': 0.9}",25,11,27.090338613437517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'e': 0.1454206066586375, 'a': 0.9}",20,0,15.896234002945947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
618,False,"{'e': 0.1449668765853153, 'a': 0.9}",20,0,37.91835058416181,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,False,"{'e': 0.14451456220529926, 'a': 0.9}",20,16,8.164930693725713,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'e': 0.14406365910145327, 'a': 0.9}",25,14,5.483523740989393,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'e': 0.1436141628704231, 'a': 0.9}",30,23,12.344410132313097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'e': 0.1431660691225936, 'a': 0.9}",20,2,17.98434433338214,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'e': 0.14271937348204566, 'a': 0.9}",25,14,10.571620589160984,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'e': 0.1422740715865136, 'a': 0.9}",20,13,12.457678074790978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'e': 0.14183015908734253, 'a': 0.9}",20,13,10.674264807818279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'e': 0.14138763164944598, 'a': 0.9}",20,5,4.568702446414257,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
627,False,"{'e': 0.1409464849512634, 'a': 0.9}",20,12,15.142835195387397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'e': 0.14050671468471812, 'a': 0.9}",20,14,12.125209012365918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'e': 0.14006831655517504, 'a': 0.9}",25,20,9.311179606087915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'e': 0.13963128628139898, 'a': 0.9}",25,8,-58.70035040647357,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
631,False,"{'e': 0.1391956195955127, 'a': 0.9}",20,13,8.999652271011866,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'e': 0.13876131224295524, 'a': 0.9}",30,18,21.131108592004907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'e': 0.13832835998244047, 'a': 0.9}",20,15,8.073359192722073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'e': 0.1378967585859155, 'a': 0.9}",20,8,5.3501311446460065,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
635,False,"{'e': 0.13746650383851944, 'a': 0.9}",20,14,7.652374201094644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'e': 0.13703759153854245, 'a': 0.9}",20,9,19.892304902181294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'e': 0.13661001749738438, 'a': 0.9}",30,16,25.86585898528871,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'e': 0.13618377753951416, 'a': 0.9}",20,0,21.27156162777798,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
639,False,"{'e': 0.13575886750242874, 'a': 0.9}",25,15,14.180719070545894,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'e': 0.1353352832366127, 'a': 0.9}",30,13,14.467600256580035,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'e': 0.13491302060549756, 'a': 0.9}",25,6,16.43533620730719,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'e': 0.13449207548542144, 'a': 0.9}",20,6,2.5561342976467394,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
643,False,"{'e': 0.13407244376558886, 'a': 0.9}",20,16,9.894908638609873,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'e': 0.1336541213480304, 'a': 0.9}",20,14,11.721749868059376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'e': 0.13323710414756298, 'a': 0.9}",30,18,22.787985381449268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'e': 0.1328213880917496, 'a': 0.9}",25,7,11.42221896714311,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
647,False,"{'e': 0.13240696912085984, 'a': 0.9}",20,6,20.4028431563539,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'e': 0.13199384318783022, 'a': 0.9}",25,12,26.23704329989314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'e': 0.13158200625822442, 'a': 0.9}",20,8,14.123609168367729,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'e': 0.13117145431019428, 'a': 0.9}",20,8,22.745429921471928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'e': 0.13076218333444006, 'a': 0.9}",30,20,-30.922060786467043,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
652,False,"{'e': 0.13035418933417164, 'a': 0.9}",25,12,24.631504187393737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'e': 0.12994746832506945, 'a': 0.9}",20,8,21.975477232223135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'e': 0.12954201633524529, 'a': 0.9}",35,15,25.06980922516391,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'e': 0.129137829405204, 'a': 0.9}",30,8,32.05833560281727,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'e': 0.12873490358780423, 'a': 0.9}",20,11,15.170707460761903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'e': 0.12833323494822038, 'a': 0.9}",25,14,10.823506405681046,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'e': 0.12793281956390404, 'a': 0.9}",25,18,-28.70014812160067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
659,False,"{'e': 0.1275336535245454, 'a': 0.9}",30,5,11.47600218992476,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
660,False,"{'e': 0.1271357329320356, 'a': 0.9}",20,11,12.548369900090943,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
661,False,"{'e': 0.12673905390042806, 'a': 0.9}",30,19,13.331159463649982,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
662,False,"{'e': 0.12634361255590093, 'a': 0.9}",25,16,2.034983720084778,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'e': 0.12594940503671934, 'a': 0.9}",25,11,-59.47840683564224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
664,False,"{'e': 0.1255564274931972, 'a': 0.9}",20,13,0.33310792964453895,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'e': 0.1251646760876602, 'a': 0.9}",30,19,5.5548234433590675,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'e': 0.12477414699440782, 'a': 0.9}",25,18,13.709488182289018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'e': 0.12438483639967625, 'a': 0.9}",20,11,14.482435998014092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'e': 0.12399674050160123, 'a': 0.9}",25,11,4.029385497046745,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
669,False,"{'e': 0.12360985551018054, 'a': 0.9}",20,7,-0.14013679583339322,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'e': 0.12322417764723749, 'a': 0.9}",25,13,21.92906126165414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'e': 0.12283970314638358, 'a': 0.9}",30,13,5.395643635093054,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
672,False,"{'e': 0.1224564282529819, 'a': 0.9}",20,0,31.348792248169662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'e': 0.12207434922411062, 'a': 0.9}",25,12,16.78874245442828,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'e': 0.1216934623285261, 'a': 0.9}",20,16,7.949694092232313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'e': 0.1213137638466268, 'a': 0.9}",20,10,10.64907956947002,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
676,False,"{'e': 0.1209352500704167, 'a': 0.9}",20,13,14.16757416652515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'e': 0.12055791730346911, 'a': 0.9}",30,0,-2.8034868280498095,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",1
678,False,"{'e': 0.12018176186089086, 'a': 0.9}",25,11,22.68520045361296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'e': 0.11980678006928583, 'a': 0.9}",20,13,2.668122778808049,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'e': 0.11943296826671962, 'a': 0.9}",35,17,-19.60301321847715,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
681,False,"{'e': 0.1190603228026833, 'a': 0.9}",20,8,10.548587031763404,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'e': 0.118688840038058, 'a': 0.9}",20,0,17.531665535275003,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
683,False,"{'e': 0.11831851634507952, 'a': 0.9}",25,0,35.07867841315009,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
684,False,"{'e': 0.11794934810730248, 'a': 0.9}",20,14,10.313749330218913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'e': 0.11758133171956547, 'a': 0.9}",30,17,13.069239475894452,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'e': 0.1172144635879555, 'a': 0.9}",20,16,7.984404527892188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'e': 0.11684874012977298, 'a': 0.9}",25,12,22.668282845476416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'e': 0.11648415777349697, 'a': 0.9}",20,3,29.21804350186851,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'e': 0.1161207129587499, 'a': 0.9}",25,12,22.321212415633887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'e': 0.11575840213626322, 'a': 0.9}",30,23,6.028635316333668,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'e': 0.11539722176784237, 'a': 0.9}",20,7,-16.972014514097438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
692,False,"{'e': 0.11503716832633237, 'a': 0.9}",30,16,15.233211689021804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'e': 0.11467823829558361, 'a': 0.9}",25,8,-8.272360477581422,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'e': 0.11432042817041703, 'a': 0.9}",20,10,18.65205241838764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'e': 0.1139637344565904, 'a': 0.9}",20,3,10.13366774260321,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
696,False,"{'e': 0.11360815367076377, 'a': 0.9}",25,11,12.738931591466656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'e': 0.11325368234046565, 'a': 0.9}",20,3,13.680121495117335,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
698,False,"{'e': 0.11290031700405924, 'a': 0.9}",20,2,27.31760994273513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'e': 0.11254805421070829, 'a': 0.9}",20,16,6.827300664541751,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'e': 0.11219689052034373, 'a': 0.9}",25,12,23.433210219706083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'e': 0.11184682250362983, 'a': 0.9}",20,6,23.43939315958198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'e': 0.11149784674193076, 'a': 0.9}",25,13,22.690879180107967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'e': 0.11114995982727745, 'a': 0.9}",25,13,25.21883359588996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'e': 0.11080315836233387, 'a': 0.9}",25,20,7.511896849777958,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'e': 0.1104574389603643, 'a': 0.9}",20,14,12.13514978691043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'e': 0.1101127982451999, 'a': 0.9}",25,16,16.88324493300074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'e': 0.10976923285120593, 'a': 0.9}",20,9,19.939404006034266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'e': 0.10942673942324893, 'a': 0.9}",20,12,15.156277778134262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'e': 0.10908531461666371, 'a': 0.9}",25,12,22.948923973830365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'e': 0.10874495509722103, 'a': 0.9}",25,10,-14.067917577338198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'e': 0.10840565754109469, 'a': 0.9}",20,10,-3.6230885721465507,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
712,False,"{'e': 0.10806741863482926, 'a': 0.9}",25,13,21.146010431321038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'e': 0.10773023507530784, 'a': 0.9}",20,10,17.79616755923571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'e': 0.10739410356971943, 'a': 0.9}",25,13,20.818159010965452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'e': 0.10705902083552722, 'a': 0.9}",30,17,7.931805063914267,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
716,False,"{'e': 0.10672498360043621, 'a': 0.9}",25,14,23.177874031667244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'e': 0.10639198860236129, 'a': 0.9}",20,8,21.12133273429121,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'e': 0.10606003258939564, 'a': 0.9}",30,13,20.394511725236487,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'e': 0.10572911231977858, 'a': 0.9}",25,17,-5.244426046922564,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
720,False,"{'e': 0.10539922456186433, 'a': 0.9}",20,12,13.14281576244557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'e': 0.1050703660940901, 'a': 0.9}",30,17,8.855436301027483,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'e': 0.10474253370494471, 'a': 0.9}",25,19,10.5435682294688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'e': 0.1044157241929375, 'a': 0.9}",30,18,23.725870454918933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'e': 0.10408993436656665, 'a': 0.9}",25,17,16.997749102720267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'e': 0.10376516104428837, 'a': 0.9}",25,13,9.963461412199397,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'e': 0.10344140105448556, 'a': 0.9}",25,15,17.951554916639157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'e': 0.10311865123543697, 'a': 0.9}",25,19,0.7428611347793752,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
