trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'e': 0.580567038759224, 'a': 0.9}",20,4,-1.154031410241192,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.5787555986124843, 'a': 0.9}",30,12,-66.145919623188,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
176,False,"{'e': 0.5769498103804866, 'a': 0.9}",20,12,-9.279876346402059,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
177,False,"{'e': 0.5751496564285664, 'a': 0.9}",20,16,6.8894248343986515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'e': 0.5733551191770804, 'a': 0.9}",25,0,-59.396902326548286,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
179,False,"{'e': 0.5715661811012369, 'a': 0.9}",20,3,8.343182851275223,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'e': 0.569782824730923, 'a': 0.9}",30,23,-0.7947548627882723,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'e': 0.5680050326505351, 'a': 0.9}",20,0,-6.716223420550277,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
182,False,"{'e': 0.5662327874988083, 'a': 0.9}",20,0,-114.79425149506163,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
183,False,"{'e': 0.564466071968647, 'a': 0.9}",20,0,-39.317009247227055,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
184,False,"{'e': 0.5627048688069557, 'a': 0.9}",25,0,-44.32005447320158,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
185,False,"{'e': 0.5609491608144708, 'a': 0.9}",25,0,-76.57426361179931,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
186,False,"{'e': 0.5591989308455925, 'a': 0.9}",25,15,-28.74166629733004,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
187,False,"{'e': 0.5574541618082174, 'a': 0.9}",20,0,-1.703252511611582,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
188,False,"{'e': 0.5557148366635714, 'a': 0.9}",20,9,-1.1568757449978038,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'e': 0.5539809384260437, 'a': 0.9}",20,0,-70.03022178954275,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
190,False,"{'e': 0.5522524501630204, 'a': 0.9}",20,15,-0.7814759410800614,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.5505293549947196, 'a': 0.9}",30,0,-86.64047942641868,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
192,False,"{'e': 0.5488116360940265, 'a': 0.9}",20,0,-55.65822837748144,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
193,False,"{'e': 0.5470992766863285, 'a': 0.9}",25,0,-40.27672727745253,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
194,False,"{'e': 0.5453922600493526, 'a': 0.9}",30,0,-21.225329620439116,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
195,False,"{'e': 0.5436905695130004, 'a': 0.9}",25,0,-89.52694974517352,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",1
196,False,"{'e': 0.5419941884591871, 'a': 0.9}",25,0,-64.10744760767493,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
197,False,"{'e': 0.5403031003216778, 'a': 0.9}",25,0,-64.24283649901699,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
198,False,"{'e': 0.5386172885859265, 'a': 0.9}",20,2,-11.183602995241044,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
199,False,"{'e': 0.5369367367889147, 'a': 0.9}",30,13,-45.069516921205455,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
200,False,"{'e': 0.5352614285189903, 'a': 0.9}",20,0,6.503091453576998,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'e': 0.5335913474157075, 'a': 0.9}",25,0,-152.7279966092756,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
202,False,"{'e': 0.5319264771696676, 'a': 0.9}",30,6,-54.970427125599954,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
203,False,"{'e': 0.5302668015223585, 'a': 0.9}",25,0,-63.482427052634385,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
204,False,"{'e': 0.5286123042659974, 'a': 0.9}",30,0,-60.26663432029465,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
205,False,"{'e': 0.5269629692433709, 'a': 0.9}",20,0,-157.84467525489805,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
206,False,"{'e': 0.5253187803476791, 'a': 0.9}",20,6,-94.81933975463645,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 1}",1
207,False,"{'e': 0.5236797215223764, 'a': 0.9}",20,7,5.725407796187473,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'e': 0.522045776761016, 'a': 0.9}",35,0,-148.42076657708898,"{0: 26, 1: 2, 2: 3, 3: 1, 4: 3}",0
209,False,"{'e': 0.5204169301070932, 'a': 0.9}",25,7,-59.07423515888711,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
210,False,"{'e': 0.5187931656538893, 'a': 0.9}",35,7,-43.42660241830179,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
211,False,"{'e': 0.5171744675443168, 'a': 0.9}",30,1,-14.953861674765138,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 0}",1
212,False,"{'e': 0.5155608199707641, 'a': 0.9}",25,18,11.242082090341082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.5139522071749412, 'a': 0.9}",35,21,4.782072794213341,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'e': 0.512348613447726, 'a': 0.9}",25,0,-3.195317170593281,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
215,False,"{'e': 0.5107500231290107, 'a': 0.9}",30,0,-27.272821530278414,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
216,False,"{'e': 0.5091564206075492, 'a': 0.9}",30,10,-75.84796362300231,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
217,False,"{'e': 0.507567790320804, 'a': 0.9}",30,9,-31.11177089351833,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 1}",1
218,False,"{'e': 0.505984116754795, 'a': 0.9}",35,0,-1.6043159735902854,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
219,False,"{'e': 0.5044053844439474, 'a': 0.9}",20,9,-14.452536771573687,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
220,False,"{'e': 0.5028315779709409, 'a': 0.9}",25,8,-26.96434824508041,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
221,False,"{'e': 0.5012626819665592, 'a': 0.9}",20,0,-10.35539491930397,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
222,False,"{'e': 0.4996986811095398, 'a': 0.9}",25,13,10.806785682450174,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'e': 0.4981395601264243, 'a': 0.9}",25,17,-36.70106952228513,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'e': 0.4965853037914095, 'a': 0.9}",20,0,-116.53388855831746,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
225,False,"{'e': 0.4950358969261986, 'a': 0.9}",20,6,9.697866357623086,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'e': 0.4934913243998527, 'a': 0.9}",25,9,-48.24177818522335,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
227,False,"{'e': 0.49195157112864374, 'a': 0.9}",20,15,-0.6689899431194437,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'e': 0.49041662207590614, 'a': 0.9}",25,0,-0.7625238872020776,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
229,False,"{'e': 0.48888646225189103, 'a': 0.9}",20,15,1.699341922058323,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.4873610767136191, 'a': 0.9}",30,0,5.017211945943612,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
231,False,"{'e': 0.4858404505647352, 'a': 0.9}",30,4,-7.648408693618682,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",1
232,False,"{'e': 0.48432456895536247, 'a': 0.9}",20,0,-4.069647232722046,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
233,False,"{'e': 0.48281341708195746, 'a': 0.9}",30,0,25.71898526335772,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
234,False,"{'e': 0.4813069801871658, 'a': 0.9}",20,8,-5.085436625502932,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
235,False,"{'e': 0.4798052435596775, 'a': 0.9}",25,18,11.444315576834722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.4783081925340841, 'a': 0.9}",25,10,-66.5983724656182,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
237,False,"{'e': 0.47681581249073457, 'a': 0.9}",20,0,-16.489639926752123,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
238,False,"{'e': 0.47532808885559336, 'a': 0.9}",25,6,-8.93916737408294,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
239,False,"{'e': 0.4738450071000974, 'a': 0.9}",25,3,3.9378606818559314,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
240,False,"{'e': 0.4723665527410147, 'a': 0.9}",25,0,-12.79069610720323,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
241,False,"{'e': 0.47089271134030264, 'a': 0.9}",35,2,-46.070993045145386,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 1}",1
242,False,"{'e': 0.46942346850496713, 'a': 0.9}",20,0,-10.962645343964928,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
243,False,"{'e': 0.4679588098869218, 'a': 0.9}",30,0,-62.115726622939576,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
244,False,"{'e': 0.46649872118284835, 'a': 0.9}",25,12,-18.518826407691368,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
245,False,"{'e': 0.4650431881340563, 'a': 0.9}",20,6,-13.030812148121306,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
246,False,"{'e': 0.4635921965263442, 'a': 0.9}",30,0,-72.19137212835614,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",1
247,False,"{'e': 0.46214573218986066, 'a': 0.9}",20,0,-36.06298858831997,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
248,False,"{'e': 0.4607037809989658, 'a': 0.9}",25,11,-21.762324943870016,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
249,False,"{'e': 0.4592663288720937, 'a': 0.9}",20,3,-17.877674426539247,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
250,False,"{'e': 0.45783336177161427, 'a': 0.9}",25,11,6.575720223775182,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'e': 0.4564048657036969, 'a': 0.9}",30,12,8.528238013446689,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'e': 0.4549808267181735, 'a': 0.9}",20,0,-31.112911276387518,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
253,False,"{'e': 0.45356123090840184, 'a': 0.9}",20,6,14.771517110331972,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.4521460644111303, 'a': 0.9}",20,0,-37.22442360025107,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
255,False,"{'e': 0.4507353134063624, 'a': 0.9}",35,4,-24.102557679041688,"{0: 26, 1: 0, 2: 4, 3: 1, 4: 0}",1
256,False,"{'e': 0.44932896411722156, 'a': 0.9}",25,16,-37.280723927358196,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
257,False,"{'e': 0.44792700280981695, 'a': 0.9}",30,17,-30.645912795455995,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
258,False,"{'e': 0.4465294157931089, 'a': 0.9}",30,0,31.835071923030362,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
259,False,"{'e': 0.4451361894187757, 'a': 0.9}",20,0,-25.046430045043188,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
260,False,"{'e': 0.44374731008107987, 'a': 0.9}",25,20,8.67927258633758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.44236276421673565, 'a': 0.9}",25,0,-88.46113164242168,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
262,False,"{'e': 0.44098253830477635, 'a': 0.9}",30,16,-38.00655098705676,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
263,False,"{'e': 0.43960661886642227, 'a': 0.9}",20,0,-63.6102352869971,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
264,False,"{'e': 0.43823499246494924, 'a': 0.9}",25,13,-27.07485041154183,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
265,False,"{'e': 0.4368676457055573, 'a': 0.9}",25,0,-1.3245834334994615,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
266,False,"{'e': 0.43550456523523984, 'a': 0.9}",25,6,-17.853174659668724,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
267,False,"{'e': 0.43414573774265336, 'a': 0.9}",25,14,8.282780410787646,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'e': 0.43279114995798723, 'a': 0.9}",20,2,-107.72386677990953,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
269,False,"{'e': 0.43144078865283453, 'a': 0.9}",20,6,-19.57815853342339,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
270,False,"{'e': 0.43009464064006225, 'a': 0.9}",20,0,-37.27924652888392,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
271,False,"{'e': 0.42875269277368305, 'a': 0.9}",30,0,-100.71843746935421,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
272,False,"{'e': 0.4274149319487267, 'a': 0.9}",25,0,-77.83238173238367,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
273,False,"{'e': 0.42608134510111184, 'a': 0.9}",20,11,-37.16876632432147,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
274,False,"{'e': 0.42475191920751904, 'a': 0.9}",30,22,-0.385724240469584,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.4234266412852628, 'a': 0.9}",25,11,0.8084224045909107,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'e': 0.4221054983921655, 'a': 0.9}",30,17,-29.144135300543848,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
277,False,"{'e': 0.4207884776264305, 'a': 0.9}",20,10,-56.9908447537301,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
278,False,"{'e': 0.41947556612651643, 'a': 0.9}",25,0,-40.47683312635557,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
279,False,"{'e': 0.4181667510710116, 'a': 0.9}",25,0,-65.07413245110821,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
280,False,"{'e': 0.4168620196785084, 'a': 0.9}",20,11,-42.673964546020606,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
281,False,"{'e': 0.41556135920747905, 'a': 0.9}",20,0,-19.683212111700755,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
282,False,"{'e': 0.41426475695615084, 'a': 0.9}",20,7,14.469746358123352,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'e': 0.412972200262382, 'a': 0.9}",25,0,10.175638224692939,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'e': 0.4116836765035385, 'a': 0.9}",20,0,-106.32460657611628,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
285,False,"{'e': 0.41039917309637, 'a': 0.9}",25,0,-33.692002407844576,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
286,False,"{'e': 0.4091186774968878, 'a': 0.9}",20,5,-29.96241276583821,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'e': 0.407842177200242, 'a': 0.9}",20,6,-26.77843983536254,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
288,False,"{'e': 0.4065696597405991, 'a': 0.9}",20,6,1.277536762126217,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'e': 0.4053011126910208, 'a': 0.9}",25,7,-22.823452595551768,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
290,False,"{'e': 0.4040365236633421, 'a': 0.9}",25,2,-41.52991961472652,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
291,False,"{'e': 0.4027758803080508, 'a': 0.9}",30,11,4.041448810876002,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
292,False,"{'e': 0.4015191703141667, 'a': 0.9}",20,10,19.59603813898855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.4002663814091211, 'a': 0.9}",20,5,12.172596991640152,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'e': 0.3990175013586375, 'a': 0.9}",25,6,-23.853791353114726,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
295,False,"{'e': 0.39777251796661167, 'a': 0.9}",20,16,6.158450908675089,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'e': 0.39653141907499284, 'a': 0.9}",25,11,-49.539654972091384,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
297,False,"{'e': 0.3952941925636648, 'a': 0.9}",35,8,-76.82070096557486,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 2}",1
298,False,"{'e': 0.3940608263503275, 'a': 0.9}",20,3,11.116637212718413,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'e': 0.39283130839037933, 'a': 0.9}",25,12,-20.303677888485243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
300,False,"{'e': 0.391605626676799, 'a': 0.9}",20,16,8.178040595980107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.3903837692400289, 'a': 0.9}",30,8,-12.036605037617683,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
302,False,"{'e': 0.3891657241478578, 'a': 0.9}",20,0,-1.300925633461863,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'e': 0.3879514795053044, 'a': 0.9}",20,9,7.238108928476294,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'e': 0.38674102345450123, 'a': 0.9}",20,6,-38.67017107365976,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
305,False,"{'e': 0.3855343441745787, 'a': 0.9}",25,11,-1.6987005431672388,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
306,False,"{'e': 0.38433142988155, 'a': 0.9}",30,3,-2.3338257382620924,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
307,False,"{'e': 0.3831322688281957, 'a': 0.9}",20,9,-7.549969195893025,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
308,False,"{'e': 0.3819368493039489, 'a': 0.9}",30,8,-63.49574776673823,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
309,False,"{'e': 0.38074515963478156, 'a': 0.9}",20,0,2.2570658540401345,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
310,False,"{'e': 0.3795571881830896, 'a': 0.9}",25,13,22.8264699625903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'e': 0.37837292334757994, 'a': 0.9}",20,0,-55.692942484014964,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
312,False,"{'e': 0.37719235356315695, 'a': 0.9}",25,20,11.263804984814596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'e': 0.3760154673008093, 'a': 0.9}",20,10,13.8163631530464,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'e': 0.37484225306749785, 'a': 0.9}",20,8,-65.68652763093013,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
315,False,"{'e': 0.373672699406043, 'a': 0.9}",25,7,-16.141855218587946,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
316,False,"{'e': 0.3725067948950129, 'a': 0.9}",35,18,8.299137314709764,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
317,False,"{'e': 0.37134452814861224, 'a': 0.9}",30,11,3.9954001786892284,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
318,False,"{'e': 0.3701858878165704, 'a': 0.9}",25,8,-11.77412260381273,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
319,False,"{'e': 0.3690308625840313, 'a': 0.9}",20,7,-49.92056029542341,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
320,False,"{'e': 0.36787944117144233, 'a': 0.9}",25,0,-50.691901602886,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
321,False,"{'e': 0.3667316123344447, 'a': 0.9}",25,7,14.671122554175437,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'e': 0.3655873648637633, 'a': 0.9}",20,9,8.767838019958521,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'e': 0.3644466875850974, 'a': 0.9}",25,6,-15.993317634701318,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
324,False,"{'e': 0.36330956935901126, 'a': 0.9}",25,11,11.056837796640647,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'e': 0.3621759990808257, 'a': 0.9}",25,10,-38.222566059952584,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
326,False,"{'e': 0.3610459656805095, 'a': 0.9}",20,12,13.178699960446032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'e': 0.3599194581225712, 'a': 0.9}",25,0,-43.87014922067865,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
328,False,"{'e': 0.3587964654059516, 'a': 0.9}",25,16,1.447585240435766,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'e': 0.3576769765639159, 'a': 0.9}",30,18,-0.9933336204486061,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
330,False,"{'e': 0.356560980663947, 'a': 0.9}",25,1,-110.99236046952184,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 3}",1
331,False,"{'e': 0.3554484668076386, 'a': 0.9}",20,8,26.881236879644575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'e': 0.35433942413058866, 'a': 0.9}",20,14,10.722018118450409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'e': 0.35323384180229367, 'a': 0.9}",20,13,2.615764977873778,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'e': 0.3521317090260422, 'a': 0.9}",25,11,-12.07674680445591,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
335,False,"{'e': 0.3510330150388101, 'a': 0.9}",25,0,-102.65716601688786,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
336,False,"{'e': 0.3499377491111553, 'a': 0.9}",30,0,12.92538183824957,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'e': 0.3488459005471128, 'a': 0.9}",20,8,-28.324282552587057,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'e': 0.3477574586840902, 'a': 0.9}",20,6,-2.498743934615778,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
339,False,"{'e': 0.34667241289276374, 'a': 0.9}",20,12,10.3151400881958,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'e': 0.3455907525769745, 'a': 0.9}",25,18,13.48605906834442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'e': 0.34451246717362494, 'a': 0.9}",30,15,17.985429516798142,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'e': 0.3434375461525756, 'a': 0.9}",20,5,-57.73505307875209,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
343,False,"{'e': 0.3423659790165423, 'a': 0.9}",25,6,1.3508809760488543,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
344,False,"{'e': 0.3412977553009937, 'a': 0.9}",25,18,5.810028174683032,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'e': 0.34023286457404905, 'a': 0.9}",25,2,-2.624948375924998,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
346,False,"{'e': 0.3391712964363765, 'a': 0.9}",20,2,13.337514548502428,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
347,False,"{'e': 0.33811304052109115, 'a': 0.9}",20,0,-47.45708227856255,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
348,False,"{'e': 0.3370580864936543, 'a': 0.9}",20,6,-38.583868925645675,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
349,False,"{'e': 0.33600642405177206, 'a': 0.9}",20,5,-53.064940870624284,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
350,False,"{'e': 0.33495804292529496, 'a': 0.9}",30,18,20.94191732501109,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'e': 0.33391293287611784, 'a': 0.9}",20,0,2.3011542835857286,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
352,False,"{'e': 0.33287108369807955, 'a': 0.9}",25,3,10.86462241973101,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'e': 0.3318324852168635, 'a': 0.9}",20,16,6.7390817106694945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'e': 0.3307971272898979, 'a': 0.9}",20,0,30.108253899430697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'e': 0.3297649998062575, 'a': 0.9}",35,26,9.820330317861787,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'e': 0.3287360926865641, 'a': 0.9}",20,0,-24.564637610629333,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
357,False,"{'e': 0.32771039588288836, 'a': 0.9}",30,10,-20.46847397188283,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
